,customer,inactive_days,number_of_orders,total_payment,cluster_r,cluster_f,cluster_m,rfm_segment,segment_index
54682,C59213,164,1,69.15,3,1,1,311,C
54683,C59214,164,1,183.73000000000002,3,1,1,311,C
54684,C59215,164,1,41.959999999999994,3,1,1,311,C
54685,C59216,164,1,102.59,3,1,1,311,C
54686,C59217,164,1,28.189999999999998,3,1,1,311,C
54687,C59218,164,1,103.19,3,1,1,311,C
54688,C59219,164,1,197.75,3,1,1,311,C
54689,C5922,504,1,40.86,1,1,1,111,D
54690,C59220,164,1,142.41,3,1,1,311,C
54691,C59221,164,1,203.08,3,1,1,311,C
54692,C59222,164,1,159.03,3,1,1,311,C
54693,C59223,164,1,69.77,3,1,1,311,C
54694,C59224,164,1,272.96999999999997,3,1,1,311,C
54695,C59225,164,1,205.45,3,1,1,311,C
54696,C59226,164,1,131.45,3,1,1,311,C
54697,C59227,164,1,228.89,3,1,1,311,C
54698,C59228,164,1,38.18,3,1,1,311,C
54699,C59229,164,1,34.120000000000005,3,1,1,311,C
54700,C5923,504,1,104.7,1,1,1,111,D
54701,C59230,164,1,213.9,3,1,1,311,C
54702,C59231,164,1,57.69,3,1,1,311,C
54703,C59232,164,1,153.39000000000001,3,1,1,311,C
54704,C59233,164,1,304.55,3,1,2,312,A
54705,C59234,164,1,100.75,3,1,1,311,C
54706,C59235,164,1,71.48,3,1,1,311,C
54707,C59236,164,1,32.07,3,1,1,311,C
54708,C59237,164,1,48.04,3,1,1,311,C
54709,C59238,164,1,120.30000000000001,3,1,1,311,C
54710,C59239,164,1,75.72,3,1,1,311,C
54711,C5924,504,1,70.7,1,1,1,111,D
54712,C59240,164,1,43.31,3,1,1,311,C
54713,C59241,164,1,47.230000000000004,3,1,1,311,C
54714,C59242,164,1,55.959999999999994,3,1,1,311,C
54715,C59243,164,1,138.32,3,1,1,311,C
54716,C59244,164,1,28.509999999999998,3,1,1,311,C
54717,C59245,164,1,47.64,3,1,1,311,C
54718,C59246,164,1,92.44,3,1,1,311,C
54719,C59247,164,1,111.61000000000001,3,1,1,311,C
54720,C59248,164,1,68.87,3,1,1,311,C
54721,C59249,164,1,225.04000000000002,3,1,1,311,C
54722,C5925,504,1,144.66,1,1,1,111,D
54723,C59250,164,1,160.22,3,1,1,311,C
54724,C59251,164,1,166.59,3,1,1,311,C
54725,C59252,164,1,54.38,3,1,1,311,C
54726,C59253,164,1,39.19,3,1,1,311,C
54727,C59254,164,1,85.62,3,1,1,311,C
54728,C59255,164,1,200.21,3,1,1,311,C
54729,C59256,164,1,44.11,3,1,1,311,C
54730,C59257,164,1,43.22,3,1,1,311,C
54731,C59258,164,1,307.9,3,1,2,312,A
54732,C59259,164,1,69.41,3,1,1,311,C
54733,C5926,504,1,39.75,1,1,1,111,D
54734,C59260,164,1,49.87,3,1,1,311,C
54735,C59261,164,1,55.04,3,1,1,311,C
54736,C59262,164,1,129.79000000000002,3,1,1,311,C
54737,C59263,164,1,56.39,3,1,1,311,C
54738,C59264,164,1,196.68,3,1,1,311,C
54739,C59265,164,1,158.76,3,1,1,311,C
54740,C59266,164,1,186.88,3,1,1,311,C
54741,C59267,164,1,46.230000000000004,3,1,1,311,C
54742,C59268,164,1,211.25,3,1,1,311,C
54743,C59269,164,1,57.18,3,1,1,311,C
54744,C5927,504,1,328.41999999999996,1,1,2,112,D
54745,C59270,164,1,178.59,3,1,1,311,C
54746,C59271,164,1,107.07000000000001,3,1,1,311,C
54747,C59272,164,1,62.879999999999995,3,1,1,311,C
54748,C59273,164,1,86.36000000000001,3,1,1,311,C
54749,C59274,164,1,136.46,3,1,1,311,C
54750,C59275,164,1,82.33000000000001,3,1,1,311,C
54751,C59276,164,1,169.29,3,1,1,311,C
54752,C59277,164,1,62.79,3,1,1,311,C
54753,C59278,164,1,237.07999999999998,3,1,1,311,C
54754,C59279,164,1,144.21,3,1,1,311,C
54755,C5928,504,1,146.09,1,1,1,111,D
54756,C59280,164,1,153.44,3,1,1,311,C
54757,C59281,164,1,52.69,3,1,1,311,C
54758,C59282,164,1,38.15,3,1,1,311,C
54759,C59283,164,1,238.01,3,1,1,311,C
54760,C59284,164,1,38.129999999999995,3,1,1,311,C
54761,C59285,164,1,123.18,3,1,1,311,C
54762,C59286,164,1,157.95000000000002,3,1,1,311,C
54763,C59287,164,1,73.16,3,1,1,311,C
54764,C59288,164,1,200.23,3,1,1,311,C
54765,C59289,164,1,96.82000000000001,3,1,1,311,C
54766,C5929,504,1,128.48,1,1,1,111,D
54767,C59290,164,1,133.64000000000001,3,1,1,311,C
54768,C59291,164,1,148.39000000000001,3,1,1,311,C
54769,C59292,164,1,47.29,3,1,1,311,C
54770,C59293,164,1,117.57,3,1,1,311,C
54771,C59294,164,1,134.72,3,1,1,311,C
54772,C59295,164,2,183.0,3,2,1,321,C
54773,C59296,164,1,99.58000000000001,3,1,1,311,C
54774,C59297,164,1,133.69,3,1,1,311,C
54775,C59298,164,1,126.68,3,1,1,311,C
54776,C59299,164,1,69.03,3,1,1,311,C
54777,C593,582,1,165.8,1,1,1,111,D
54778,C5930,504,1,107.28,1,1,1,111,D
54779,C59300,164,1,70.75,3,1,1,311,C
54780,C59301,164,1,231.56,3,1,1,311,C
54781,C59302,164,1,38.92,3,1,1,311,C
54782,C59303,164,1,94.58000000000001,3,1,1,311,C
54783,C59304,164,1,99.27,3,1,1,311,C
54784,C59305,164,1,1258.73,3,1,3,313,A
54785,C59306,164,1,136.56,3,1,1,311,C
54786,C59307,164,1,65.95,3,1,1,311,C
54787,C59308,164,1,84.48,3,1,1,311,C
54788,C59309,164,1,173.53,3,1,1,311,C
54789,C5931,504,2,199.2,1,2,1,121,D
54790,C59310,164,1,65.13,3,1,1,311,C
54791,C59311,164,1,58.27,3,1,1,311,C
54792,C59312,164,1,133.75,3,1,1,311,C
54793,C59313,164,1,24.87,3,1,1,311,C
54794,C59314,164,1,47.61,3,1,1,311,C
54795,C59315,164,1,266.55,3,1,1,311,C
54796,C59316,164,1,98.53999999999999,3,1,1,311,C
54797,C59317,164,1,87.35000000000001,3,1,1,311,C
54798,C59318,164,1,134.8,3,1,1,311,C
54799,C59319,164,1,29.29,3,1,1,311,C
54800,C5932,504,1,70.02,1,1,1,111,D
54801,C59320,164,1,58.849999999999994,3,1,1,311,C
54802,C59321,164,1,113.46000000000001,3,1,1,311,C
54803,C59322,164,1,149.31,3,1,1,311,C
54804,C59323,164,1,73.5,3,1,1,311,C
54805,C59324,164,1,88.89999999999999,3,1,1,311,C
54806,C59325,164,1,46.129999999999995,3,1,1,311,C
54807,C59326,66,2,543.87,3,2,2,322,C
54808,C59327,164,1,82.03,3,1,1,311,C
54809,C59328,164,1,202.16,3,1,1,311,C
54810,C59329,164,1,218.27,3,1,1,311,C
54811,C5933,504,1,86.16,1,1,1,111,D
54812,C59330,164,1,225.08,3,1,1,311,C
54813,C59331,164,1,90.18,3,1,1,311,C
54814,C59332,164,1,46.82,3,1,1,311,C
54815,C59333,164,1,487.16999999999996,3,1,2,312,A
54816,C59334,164,2,50.06999999999999,3,2,1,321,C
54817,C59335,164,1,74.41,3,1,1,311,C
54818,C59336,164,1,123.22,3,1,1,311,C
54819,C59337,164,1,113.09,3,1,1,311,C
54820,C59338,164,1,97.28999999999999,3,1,1,311,C
54821,C59339,164,1,37.29,3,1,1,311,C
54822,C5934,504,1,114.28999999999999,1,1,1,111,D
54823,C59340,164,1,948.98,3,1,2,312,A
54824,C59341,164,1,39.5,3,1,1,311,C
54825,C59342,164,1,82.37,3,1,1,311,C
54826,C59343,164,1,169.87,3,1,1,311,C
54827,C59344,164,1,61.230000000000004,3,1,1,311,C
54828,C59345,164,1,243.24,3,1,1,311,C
54829,C59346,164,1,86.51,3,1,1,311,C
54830,C59347,164,1,63.16,3,1,1,311,C
54831,C59348,164,1,99.55,3,1,1,311,C
54832,C59349,164,1,105.38,3,1,1,311,C
54833,C5935,504,1,79.62,1,1,1,111,D
54834,C59350,164,1,2960.05,3,1,3,313,A
54835,C59351,164,1,191.18,3,1,1,311,C
54836,C59352,164,2,574.0,3,2,2,322,C
54837,C59353,164,1,58.94,3,1,1,311,C
54838,C59354,164,1,27.79,3,1,1,311,C
54839,C59355,164,1,94.53999999999999,3,1,1,311,C
54840,C59356,164,1,427.46000000000004,3,1,2,312,A
54841,C59357,164,1,575.56,3,1,2,312,A
54842,C59358,164,1,99.52,3,1,1,311,C
54843,C59359,164,1,42.69,3,1,1,311,C
54844,C5936,504,1,76.05,1,1,1,111,D
54845,C59360,164,1,32.37,3,1,1,311,C
54846,C59361,164,2,196.66,3,2,1,321,C
54847,C59362,164,2,327.17,3,2,2,322,C
54848,C59363,163,1,124.76,3,1,1,311,C
54849,C59364,163,1,65.9,3,1,1,311,C
54850,C59365,163,1,405.52,3,1,2,312,A
54851,C59366,163,1,118.23,3,1,1,311,C
54852,C59367,163,1,141.74,3,1,1,311,C
54853,C59368,163,1,113.77,3,1,1,311,C
54854,C59369,163,1,137.74,3,1,1,311,C
54855,C5937,504,1,58.62,1,1,1,111,D
54856,C59370,163,2,203.70999999999998,3,2,1,321,C
54857,C59371,163,1,44.25,3,1,1,311,C
54858,C59372,163,1,309.94,3,1,2,312,A
54859,C59373,163,1,603.3,3,1,2,312,A
54860,C59374,163,1,173.88,3,1,1,311,C
54861,C59375,163,1,308.64,3,1,2,312,A
54862,C59376,163,1,159.89,3,1,1,311,C
54863,C59377,163,1,287.77,3,1,1,311,C
54864,C59378,163,1,130.69,3,1,1,311,C
54865,C59379,163,1,26.279999999999998,3,1,1,311,C
54866,C5938,504,1,35.86,1,1,1,111,D
54867,C59380,163,1,76.33,3,1,1,311,C
54868,C59381,163,1,108.59,3,1,1,311,C
54869,C59382,163,1,160.42000000000002,3,1,1,311,C
54870,C59383,163,1,179.36,3,1,1,311,C
54871,C59384,163,1,87.36,3,1,1,311,C
54872,C59385,163,1,261.72,3,1,1,311,C
54873,C59386,163,1,98.34,3,1,1,311,C
54874,C59387,163,1,216.31,3,1,1,311,C
54875,C59388,163,1,100.05000000000001,3,1,1,311,C
54876,C59389,163,2,213.69,3,2,1,321,C
54877,C5939,504,1,75.5,1,1,1,111,D
54878,C59390,163,1,48.129999999999995,3,1,1,311,C
54879,C59391,163,1,26.86,3,1,1,311,C
54880,C59392,163,1,373.5,3,1,2,312,A
54881,C59393,163,1,184.45000000000002,3,1,1,311,C
54882,C59394,163,1,65.22,3,1,1,311,C
54883,C59395,163,1,179.92000000000002,3,1,1,311,C
54884,C59396,163,1,142.66,3,1,1,311,C
54885,C59397,163,1,127.87,3,1,1,311,C
54886,C59398,163,1,207.54000000000002,3,1,1,311,C
54887,C59399,163,1,188.2,3,1,1,311,C
54888,C594,582,1,155.42000000000002,1,1,1,111,D
54889,C5940,504,1,253.13,1,1,1,111,D
54890,C59400,163,1,321.14,3,1,2,312,A
54891,C59401,163,1,75.25,3,1,1,311,C
54892,C59402,163,1,169.87,3,1,1,311,C
54893,C59403,163,1,23.29,3,1,1,311,C
54894,C59404,163,1,143.78,3,1,1,311,C
54895,C59405,163,1,68.05,3,1,1,311,C
54896,C59406,163,1,66.05,3,1,1,311,C
54897,C59407,163,1,276.07,3,1,1,311,C
54898,C59408,163,1,154.96,3,1,1,311,C
54899,C59409,163,1,144.68,3,1,1,311,C
54900,C5941,504,1,353.76,1,1,2,112,D
54901,C59410,163,1,84.48,3,1,1,311,C
54902,C59411,163,2,161.86,3,2,1,321,C
54903,C59412,163,1,182.98,3,1,1,311,C
54904,C59413,163,1,113.55,3,1,1,311,C
54905,C59414,163,1,44.66,3,1,1,311,C
54906,C59415,163,1,168.72,3,1,1,311,C
54907,C59416,163,1,46.22,3,1,1,311,C
54908,C59417,163,1,75.25,3,1,1,311,C
54909,C59418,163,1,149.23000000000002,3,1,1,311,C
54910,C59419,163,1,189.10000000000002,3,1,1,311,C
54911,C5942,504,1,235.69,1,1,1,111,D
54912,C59420,163,1,381.85999999999996,3,1,2,312,A
54913,C59421,163,1,35.769999999999996,3,1,1,311,C
54914,C59422,163,1,373.5,3,1,2,312,A
54915,C59423,163,1,78.19,3,1,1,311,C
54916,C59424,163,1,150.21,3,1,1,311,C
54917,C59425,163,1,45.78,3,1,1,311,C
54918,C59426,106,2,143.69,3,2,1,321,C
54919,C59427,163,1,99.43,3,1,1,311,C
54920,C59428,163,1,98.53999999999999,3,1,1,311,C
54921,C59429,163,1,52.29,3,1,1,311,C
54922,C5943,504,1,71.8,1,1,1,111,D
54923,C59430,163,1,37.37,3,1,1,311,C
54924,C59431,163,1,46.71,3,1,1,311,C
54925,C59432,163,1,86.08000000000001,3,1,1,311,C
54926,C59433,163,1,459.95,3,1,2,312,A
54927,C59434,163,1,89.91,3,1,1,311,C
54928,C59435,163,1,97.39,3,1,1,311,C
54929,C59436,163,1,89.96000000000001,3,1,1,311,C
54930,C59437,163,1,71.78,3,1,1,311,C
54931,C59438,163,1,104.61000000000001,3,1,1,311,C
54932,C59439,163,1,87.36,3,1,1,311,C
54933,C5944,504,1,25.42,1,1,1,111,D
54934,C59440,163,1,227.17000000000002,3,1,1,311,C
54935,C59441,163,1,486.09,3,1,2,312,A
54936,C59442,163,1,80.58,3,1,1,311,C
54937,C59443,163,1,49.230000000000004,3,1,1,311,C
54938,C59444,163,1,183.65,3,1,1,311,C
54939,C59445,163,1,103.4,3,1,1,311,C
54940,C59446,163,1,179.87,3,1,1,311,C
54941,C59447,163,1,58.75,3,1,1,311,C
54942,C59448,163,1,78.19,3,1,1,311,C
54943,C59449,163,1,111.6,3,1,1,311,C
54944,C5945,504,1,82.97,1,1,1,111,D
54945,C59450,163,1,57.03,3,1,1,311,C
54946,C59451,163,1,189.56,3,1,1,311,C
54947,C59452,163,1,134.59,3,1,1,311,C
54948,C59453,163,1,179.04000000000002,3,1,1,311,C
54949,C59454,163,1,46.22,3,1,1,311,C
54950,C59455,163,1,32.83,3,1,1,311,C
54951,C59456,163,1,216.93,3,1,1,311,C
54952,C59457,163,1,773.5699999999999,3,1,2,312,A
54953,C59458,163,1,129.15,3,1,1,311,C
54954,C59459,161,2,332.76,3,2,2,322,C
54955,C5946,504,1,75.84,1,1,1,111,D
54956,C59460,163,1,155.98,3,1,1,311,C
54957,C59461,163,1,408.18,3,1,2,312,A
54958,C59462,163,1,87.80000000000001,3,1,1,311,C
54959,C59463,163,1,62.33,3,1,1,311,C
54960,C59464,163,1,764.92,3,1,2,312,A
54961,C59465,163,1,169.69,3,1,1,311,C
54962,C59466,163,2,529.34,3,2,2,322,C
54963,C59467,163,1,208.11,3,1,1,311,C
54964,C59468,163,1,82.33000000000001,3,1,1,311,C
54965,C59469,163,1,190.70000000000002,3,1,1,311,C
54966,C5947,504,1,141.1,1,1,1,111,D
54967,C59470,163,1,76.92,3,1,1,311,C
54968,C59471,163,1,189.08,3,1,1,311,C
54969,C59472,163,1,88.27000000000001,3,1,1,311,C
54970,C59473,163,1,78.2,3,1,1,311,C
54971,C59474,163,1,60.129999999999995,3,1,1,311,C
54972,C59475,163,1,154.82999999999998,3,1,1,311,C
54973,C59476,163,1,38.03,3,1,1,311,C
54974,C59477,163,1,161.5,3,1,1,311,C
54975,C59478,163,1,394.09,3,1,2,312,A
54976,C59479,163,1,207.73000000000002,3,1,1,311,C
54977,C5948,504,1,297.79,1,1,1,111,D
54978,C59480,163,1,87.36,3,1,1,311,C
54979,C59481,163,1,74.28,3,1,1,311,C
54980,C59482,163,1,44.29,3,1,1,311,C
54981,C59483,163,1,938.93,3,1,2,312,A
54982,C59484,163,1,87.05,3,1,1,311,C
54983,C59485,163,1,104.08,3,1,1,311,C
54984,C59486,163,1,260.0,3,1,1,311,C
54985,C59487,163,1,97.77,3,1,1,311,C
54986,C59488,163,1,40.21,3,1,1,311,C
54987,C59489,163,1,43.22,3,1,1,311,C
54988,C5949,504,1,86.78999999999999,1,1,1,111,D
54989,C59490,163,1,136.3,3,1,1,311,C
54990,C59491,163,1,133.25,3,1,1,311,C
54991,C59492,163,1,35.82,3,1,1,311,C
54992,C59493,163,1,47.03,3,1,1,311,C
54993,C59494,163,1,123.18,3,1,1,311,C
54994,C59495,163,1,184.18,3,1,1,311,C
54995,C59496,163,1,97.77,3,1,1,311,C
54996,C59497,163,1,65.94,3,1,1,311,C
54997,C59498,163,3,293.29,3,3,1,331,C
54998,C59499,163,1,69.27000000000001,3,1,1,311,C
54999,C595,582,1,74.11,1,1,1,111,D
55000,C5950,504,1,355.48,1,1,2,112,D
55001,C59500,163,1,48.37,3,1,1,311,C
55002,C59501,163,1,73.67999999999999,3,1,1,311,C
55003,C59502,163,1,197.99,3,1,1,311,C
55004,C59503,163,1,125.69,3,1,1,311,C
55005,C59504,163,1,100.05,3,1,1,311,C
55006,C59505,163,1,180.61,3,1,1,311,C
55007,C59506,163,1,128.25,3,1,1,311,C
55008,C59507,163,1,103.36,3,1,1,311,C
55009,C59508,163,1,360.79,3,1,2,312,A
55010,C59509,163,1,221.96,3,1,1,311,C
55011,C5951,504,1,33.51,1,1,1,111,D
55012,C59510,163,1,75.85,3,1,1,311,C
55013,C59511,163,1,136.37,3,1,1,311,C
55014,C59512,163,1,107.78999999999999,3,1,1,311,C
55015,C59513,163,1,133.69,3,1,1,311,C
55016,C59514,163,1,37.61,3,1,1,311,C
55017,C59515,163,1,26.29,3,1,1,311,C
55018,C59516,163,1,83.33,3,1,1,311,C
55019,C59517,163,1,67.36,3,1,1,311,C
55020,C59518,163,1,38.78,3,1,1,311,C
55021,C59519,163,1,119.05,3,1,1,311,C
55022,C5952,504,1,124.24000000000001,1,1,1,111,D
55023,C59520,163,1,109.25999999999999,3,1,1,311,C
55024,C59521,163,3,349.99,3,3,2,332,A
55025,C59522,163,1,156.76,3,1,1,311,C
55026,C59523,163,1,27.79,3,1,1,311,C
55027,C59524,163,1,181.95,3,1,1,311,C
55028,C59525,163,1,38.28,3,1,1,311,C
55029,C59526,163,1,87.81,3,1,1,311,C
55030,C59527,163,1,133.69,3,1,1,311,C
55031,C59528,163,1,177.04,3,1,1,311,C
55032,C59529,163,1,158.86,3,1,1,311,C
55033,C5953,504,1,35.71,1,1,1,111,D
55034,C59530,163,1,189.76,3,1,1,311,C
55035,C59531,163,1,57.38,3,1,1,311,C
55036,C59532,163,1,488.15,3,1,2,312,A
55037,C59533,163,1,93.10000000000001,3,1,1,311,C
55038,C59534,163,1,137.04,3,1,1,311,C
55039,C59535,163,1,61.93,3,1,1,311,C
55040,C59536,163,1,58.32,3,1,1,311,C
55041,C59537,161,2,140.39000000000001,3,2,1,321,C
55042,C59538,163,1,375.43,3,1,2,312,A
55043,C59539,163,1,100.21000000000001,3,1,1,311,C
55044,C5954,504,1,84.52,1,1,1,111,D
55045,C59540,163,1,57.959999999999994,3,1,1,311,C
55046,C59541,163,1,66.87,3,1,1,311,C
55047,C59542,163,1,133.69,3,1,1,311,C
55048,C59543,163,1,30.689999999999998,3,1,1,311,C
55049,C59544,163,1,256.86,3,1,1,311,C
55050,C59545,163,1,131.61,3,1,1,311,C
55051,C59546,163,1,70.75,3,1,1,311,C
55052,C59547,163,1,82.50999999999999,3,1,1,311,C
55053,C59548,163,1,191.44,3,1,1,311,C
55054,C59549,163,1,25.03,3,1,1,311,C
55055,C5955,504,1,235.3,1,1,1,111,D
55056,C59550,163,1,191.13,3,1,1,311,C
55057,C59551,163,1,27.26,3,1,1,311,C
55058,C59552,163,1,65.03,3,1,1,311,C
55059,C59553,163,1,110.61,3,1,1,311,C
55060,C59554,163,1,57.230000000000004,3,1,1,311,C
55061,C59555,163,1,95.76,3,1,1,311,C
55062,C59556,163,1,67.36,3,1,1,311,C
55063,C59557,163,1,36.849999999999994,3,1,1,311,C
55064,C59558,163,1,77.38,3,1,1,311,C
55065,C59559,163,1,56.38,3,1,1,311,C
55066,C5956,504,1,64.42,1,1,1,111,D
55067,C59560,163,1,75.25,3,1,1,311,C
55068,C59561,163,1,27.79,3,1,1,311,C
55069,C59562,163,1,152.76,3,1,1,311,C
55070,C59563,163,1,330.12,3,1,2,312,A
55071,C59564,163,1,162.27,3,1,1,311,C
55072,C59565,163,1,38.129999999999995,3,1,1,311,C
55073,C59566,163,1,212.56,3,1,1,311,C
55074,C59567,163,1,92.87,3,1,1,311,C
55075,C59568,163,1,165.76,3,1,1,311,C
55076,C59569,163,1,97.77,3,1,1,311,C
55077,C5957,504,1,362.95,1,1,2,112,D
55078,C59570,163,1,134.21,3,1,1,311,C
55079,C59571,163,1,244.54,3,1,1,311,C
55080,C59572,163,1,121.4,3,1,1,311,C
55081,C59573,163,1,31.64,3,1,1,311,C
55082,C59574,163,1,141.73,3,1,1,311,C
55083,C59575,163,1,57.82,3,1,1,311,C
55084,C59576,163,1,133.88,3,1,1,311,C
55085,C59577,163,1,67.72,3,1,1,311,C
55086,C59578,163,1,315.24,3,1,2,312,A
55087,C59579,163,1,239.32,3,1,1,311,C
55088,C5958,504,1,641.1800000000001,1,1,2,112,D
55089,C59580,163,1,288.71999999999997,3,1,1,311,C
55090,C59581,163,1,1014.61,3,1,2,312,A
55091,C59582,163,1,726.6,3,1,2,312,A
55092,C59583,163,1,205.31,3,1,1,311,C
55093,C59584,163,1,188.06,3,1,1,311,C
55094,C59585,163,1,101.46000000000001,3,1,1,311,C
55095,C59586,163,1,25.83,3,1,1,311,C
55096,C59587,163,1,46.129999999999995,3,1,1,311,C
55097,C59588,163,1,51.129999999999995,3,1,1,311,C
55098,C59589,163,1,1014.61,3,1,2,312,A
55099,C5959,504,1,39.72,1,1,1,111,D
55100,C59590,163,1,232.97,3,1,1,311,C
55101,C59591,163,1,72.42999999999999,3,1,1,311,C
55102,C59592,163,1,74.22,3,1,1,311,C
55103,C59593,163,1,254.44,3,1,1,311,C
55104,C59594,163,1,243.11,3,1,1,311,C
55105,C59595,163,1,94.58,3,1,1,311,C
55106,C59596,163,2,254.45,3,2,1,321,C
55107,C59597,163,1,89.91,3,1,1,311,C
55108,C59598,163,1,1672.0600000000002,3,1,3,313,A
55109,C59599,163,1,152.76,3,1,1,311,C
55110,C596,582,1,146.01000000000002,1,1,1,111,D
55111,C5960,504,1,175.32,1,1,1,111,D
55112,C59600,163,1,108.31,3,1,1,311,C
55113,C59601,163,1,47.61,3,1,1,311,C
55114,C59602,163,1,994.77,3,1,2,312,A
55115,C59603,163,1,54.339999999999996,3,1,1,311,C
55116,C59604,163,1,70.14,3,1,1,311,C
55117,C59605,163,1,1013.8,3,1,2,312,A
55118,C59606,163,1,37.19,3,1,1,311,C
55119,C59607,163,1,554.1,3,1,2,312,A
55120,C59608,163,1,64.07,3,1,1,311,C
55121,C59609,163,1,26.880000000000003,3,1,1,311,C
55122,C5961,503,1,130.5,1,1,1,111,D
55123,C59610,163,1,79.38,3,1,1,311,C
55124,C59611,163,1,184.03,3,1,1,311,C
55125,C59612,163,1,293.5,3,1,1,311,C
55126,C59613,163,1,198.78,3,1,1,311,C
55127,C59614,163,1,185.48,3,1,1,311,C
55128,C59615,163,1,47.75,3,1,1,311,C
55129,C59616,163,1,1010.8,3,1,2,312,A
55130,C59617,163,1,335.8,3,1,2,312,A
55131,C59618,163,1,46.03,3,1,1,311,C
55132,C59619,163,1,40.29,3,1,1,311,C
55133,C5962,503,1,27.96,1,1,1,111,D
55134,C59620,163,1,76.15,3,1,1,311,C
55135,C59621,163,1,184.84,3,1,1,311,C
55136,C59622,163,1,100.75,3,1,1,311,C
55137,C59623,163,1,82.33000000000001,3,1,1,311,C
55138,C59624,163,1,85.33000000000001,3,1,1,311,C
55139,C59625,163,1,184.03,3,1,1,311,C
55140,C59626,162,1,330.11,3,1,2,312,A
55141,C59627,162,1,47.43,3,1,1,311,C
55142,C59628,162,1,193.67000000000002,3,1,1,311,C
55143,C59629,162,1,52.05,3,1,1,311,C
55144,C5963,503,1,87.22,1,1,1,111,D
55145,C59630,162,1,573.78,3,1,2,312,A
55146,C59631,162,1,68.13,3,1,1,311,C
55147,C59632,162,1,576.97,3,1,2,312,A
55148,C59633,162,1,29.689999999999998,3,1,1,311,C
55149,C59634,162,1,88.89999999999999,3,1,1,311,C
55150,C59635,162,1,115.66,3,1,1,311,C
55151,C59636,162,1,273.42,3,1,1,311,C
55152,C59637,162,1,57.93,3,1,1,311,C
55153,C59638,162,1,103.5,3,1,1,311,C
55154,C59639,162,3,129.59,3,3,1,331,C
55155,C5964,503,1,85.60000000000001,1,1,1,111,D
55156,C59640,162,1,59.69,3,1,1,311,C
55157,C59641,162,1,196.07,3,1,1,311,C
55158,C59642,162,1,86.36000000000001,3,1,1,311,C
55159,C59643,162,1,117.14,3,1,1,311,C
55160,C59644,162,1,48.22,3,1,1,311,C
55161,C59645,162,1,70.14,3,1,1,311,C
55162,C59646,162,1,165.94,3,1,1,311,C
55163,C59647,162,1,156.94,3,1,1,311,C
55164,C59648,162,1,205.31,3,1,1,311,C
55165,C59649,162,1,57.81,3,1,1,311,C
55166,C5965,503,1,115.26,1,1,1,111,D
55167,C59650,162,2,181.32999999999998,3,2,1,321,C
55168,C59651,162,1,92.10000000000001,3,1,1,311,C
55169,C59652,162,1,179.79,3,1,1,311,C
55170,C59653,162,1,69.05,3,1,1,311,C
55171,C59654,162,1,75.19,3,1,1,311,C
55172,C59655,162,1,165.53,3,1,1,311,C
55173,C59656,162,1,59.84,3,1,1,311,C
55174,C59657,162,1,72.28,3,1,1,311,C
55175,C59658,162,1,57.29,3,1,1,311,C
55176,C59659,162,1,183.65,3,1,1,311,C
55177,C5966,503,1,84.52000000000001,1,1,1,111,D
55178,C59660,162,1,857.97,3,1,2,312,A
55179,C59661,162,1,178.09,3,1,1,311,C
55180,C59662,162,1,55.760000000000005,3,1,1,311,C
55181,C59663,162,1,160.55,3,1,1,311,C
55182,C59664,162,1,26.439999999999998,3,1,1,311,C
55183,C59665,162,1,258.55,3,1,1,311,C
55184,C59666,162,1,43.29,3,1,1,311,C
55185,C59667,162,1,101.64,3,1,1,311,C
55186,C59668,162,1,211.49,3,1,1,311,C
55187,C59669,162,1,56.129999999999995,3,1,1,311,C
55188,C5967,503,1,531.42,1,1,2,112,D
55189,C59670,162,1,156.63,3,1,1,311,C
55190,C59671,162,1,31.99,3,1,1,311,C
55191,C59672,162,1,101.74,3,1,1,311,C
55192,C59673,162,1,76.38,3,1,1,311,C
55193,C59674,162,2,91.72,3,2,1,321,C
55194,C59675,162,1,65.47,3,1,1,311,C
55195,C59676,162,1,111.31,3,1,1,311,C
55196,C59677,162,2,194.0,3,2,1,321,C
55197,C59678,162,1,88.32000000000001,3,1,1,311,C
55198,C59679,162,1,128.25,3,1,1,311,C
55199,C5968,503,1,15.860000000000001,1,1,1,111,D
55200,C59680,162,1,157.6,3,1,1,311,C
55201,C59681,162,1,132.38,3,1,1,311,C
55202,C59682,162,1,103.19,3,1,1,311,C
55203,C59683,162,1,30.279999999999998,3,1,1,311,C
55204,C59684,162,1,1619.73,3,1,3,313,A
55205,C59685,162,1,176.65,3,1,1,311,C
55206,C59686,162,1,69.77,3,1,1,311,C
55207,C59687,162,1,134.72,3,1,1,311,C
55208,C59688,162,1,167.88,3,1,1,311,C
55209,C59689,162,1,146.35,3,1,1,311,C
55210,C5969,503,1,81.0,1,1,1,111,D
55211,C59690,162,1,75.29,3,1,1,311,C
55212,C59691,162,1,201.94,3,1,1,311,C
55213,C59692,162,1,54.38,3,1,1,311,C
55214,C59693,162,1,56.39,3,1,1,311,C
55215,C59694,162,1,88.89999999999999,3,1,1,311,C
55216,C59695,162,1,186.44,3,1,1,311,C
55217,C59696,162,1,100.47,3,1,1,311,C
55218,C59697,162,1,72.83,3,1,1,311,C
55219,C59698,162,2,103.53999999999999,3,2,1,321,C
55220,C59699,162,1,119.42,3,1,1,311,C
55221,C597,582,1,302.58,1,1,2,112,D
